type,city,state
DistributionCenter,St. James,MO
DistributionCenter,Sanger,TX
DistributionCenter,Shelbyville,TN
Wal-MartStore,Manchester,NH
Wal-MartStore,Milwaukee,WI
Wal-MartStore,Corona (S),CA
SuperCenter,Palmyra,PA
Wal-MartStore,Vancouver,WA
SuperCenter,Mitchell,SD
SuperCenter,St. Joseph (S),MO
SuperCenter,Dallas (NW),TX
SuperCenter,McDonough,GA
SuperCenter,Lithia Springs,GA
SuperCenter,Rowlett,TX
SuperCenter,Houston (Katy Mills),TX
SuperCenter,Bryant,AR
Wal-MartStore,Rancho Cordova,CA
SuperCenter,Saint Clair,PA
SuperCenter,Marysville,WA
SuperCenter,Orange Park,FL
SuperCenter,Springville,UT
SuperCenter,Omaha (W),NE
DistributionCenter,Auburn,IN
DistributionCenter,Harrisonville,MO
Wal-MartStore,Mount Airy,MD
SuperCenter,Appleton (E),WI
SuperCenter,Virginia Beach (SE),VA
SuperCenter,Othello,WA
SuperCenter,Calera,AL
SuperCenter,Allentown,PA
SuperCenter,Halfmoon,NY
SuperCenter,Kissimmee (E),FL
Wal-MartStore,Roseville,MI
SuperCenter,Washington,OH
SuperCenter,Antigo,WI
SuperCenter,Savoy,IL
SuperCenter,Lisbon,CT
SuperCenter,Gates,NY
Wal-MartStore,Old Saybrook,CT
SuperCenter,Edinboro,PA
SuperCenter,Missoula (2),MT
SuperCenter,Ephrata,WA
SuperCenter,Wichita (NW),KS
Wal-MartStore,Old Bridge,NJ
Wal-MartStore,Newington,CT
SuperCenter,Corning,NY
SuperCenter,Wytheville,VA
SuperCenter,Reno (Spring Valley),NV
Wal-MartStore,Union,NJ
SuperCenter,Houston (WNW),TX
Wal-MartStore,West Norriton,PA
Wal-MartStore,Rehoboth,DE
SuperCenter,Fort Collins (N),CO
Wal-MartStore,Sacramento,CA
SuperCenter,Oldsmar,FL
Wal-MartStore,Swansea,MA
SuperCenter,Coral Springs (W),FL
SuperCenter,Cedar Park,TX
SuperCenter,Springfield (NE),IL
SuperCenter,Richland,WA
SuperCenter,Cambridge,OH
SuperCenter,Logan,OH
SuperCenter,Hickory Creek,TX
SuperCenter,West Jefferson,NC
Wal-MartStore,Linden,NJ
Wal-MartStore,Methuen,MA
DistributionCenter,Macclenny,FL
Wal-MartStore,Fenton,MI
Wal-MartStore,Warwick (W),RI
Wal-MartStore,East Meadow,NY
Wal-MartStore,Milwaukee (N),WI
SuperCenter,Alpharetta,GA
Wal-MartStore,Palmdale (E),CA
Wal-MartStore,Lancaster (E),CA
Wal-MartStore,Fresno (N),CA
Wal-MartStore,Spanaway,WA
SuperCenter,St. George (S),UT
SuperCenter,West Jordan,UT
Wal-MartStore,Springfield,OR
Wal-MartStore,Mount Olive (Newark),NJ
SuperCenter,Houston (Andrau),TX
SuperCenter,Post Falls,ID
Wal-MartStore,Martinez,CA
Wal-MartStore,Huntington Beach,CA
SuperCenter,Bemidji,MN
SuperCenter,Rogersville,TN
SuperCenter,Hayward,WI
SuperCenter,Evans,GA
DistributionCenter,Tobyhanna,PA
DistributionCenter,Shelby,NC
SuperCenter,Kemah,TX
Wal-MartStore,Spokane (N),WA
Wal-MartStore,Mount Clemens,MI
Wal-MartStore,Frederick (N),MD
SuperCenter,Fuquay-Varina,NC
SuperCenter,Baton Rouge (Central),LA
SuperCenter,Acworth,GA
SuperCenter,Las Vegas (W.Central),NV
SuperCenter,Clarksville (S),TN
Wal-MartStore,Blaine,MN
Wal-MartStore,Hamilton (E),OH
SuperCenter,Bradford,PA
DistributionCenter,Cleburne,TX
Wal-MartStore,Stratford,CT
SuperCenter,Glenville,NY
SuperCenter,Corry,PA
SuperCenter,Pensacola (SW),FL
SuperCenter,Wichita (E),KS
Wal-MartStore,Port Covington,MD
DistributionCenter,Henderson,NC
DistributionCenter,Moberly,MO
DistributionCenter,Washington Court House,OH
SuperCenter,Albuquerque (W),NM
SuperCenter,Parkesburg,PA
Wal-MartStore,La Habra,CA
SuperCenter,Eugene (W),OR
SuperCenter,Brigham City,UT
SuperCenter,Suwanee,GA
Wal-MartStore,Chino,CA
SuperCenter,Plano (Coit/190),TX
SuperCenter,Lake Delton (Wis Dells),WI
Wal-MartStore,Fall River (S),MA
Wal-MartStore,Bethlehem,PA
Wal-MartStore,Horsham,PA
Wal-MartStore,Owings Mills,MD
SuperCenter,Punxsutawney,PA
SuperCenter,New Albany,IN
Wal-MartStore,Framingham,MA
SuperCenter,Mexico,ME
SuperCenter,Lebanon,VA
Wal-MartStore,Arundel Mills,MD
Wal-MartStore,Keene,NH
Wal-MartStore,Saddle Brook,NJ
SuperCenter,Denver (SE),CO
SuperCenter,Chippewa,PA
SuperCenter,Tabb,VA
SuperCenter,Louisville (SE),KY
Wal-MartStore,Golden Ring,MD
SuperCenter,Thomasville,NC
SuperCenter,Laredo (SE),TX
SuperCenter,Wiggins,MS
Wal-MartStore,Hamden,CT
Wal-MartStore,Norristown,PA
Wal-MartStore,Exton,PA
SuperCenter,Steubenville,OH
SuperCenter,Carlisle,PA
SuperCenter,Garden City,ID
SuperCenter,Central Square,NY
SuperCenter,Pompano Beach (W),FL
SuperCenter,Lima,OH
SuperCenter,N.Richland Hills(N),TX
SuperCenter,Irondequoit,NY
SuperCenter,Brandon (E),FL
SuperCenter,Athens,OH
Wal-MartStore,Milwaukee (C),WI
SuperCenter,Plymouth,WI
SuperCenter,Denver (N),CO
Wal-MartStore,Falmouth,MA
SuperCenter,New Hartford,NY
Wal-MartStore,Pico Rivera,CA
Wal-MartStore,Santa Fe Springs,CA
SuperCenter,Kansas City (S),MO
SuperCenter,San Antonio (SE),TX
SuperCenter,Cedar Hill,TX
SuperCenter,Bloomington,IL
SuperCenter,Houma (E),LA
SuperCenter,Houston (Wallisvl),TX
SuperCenter,Pearland (E),TX
SuperCenter,Viera,FL
Wal-MartStore,Waterbury(Reidville),CT
SuperCenter,Sioux Falls (E),SD
SuperCenter,Peachtree City,GA
Wal-MartStore,Canton,MI
SuperCenter,Hillsboro,OH
Wal-MartStore,Lacey,WA
Wal-MartStore,Guilford,CT
SuperCenter,West Valley City,UT
Wal-MartStore,Bonney Lake,WA
SuperCenter,Plymouth,NH
Wal-MartStore,Long Beach,CA
Wal-MartStore,Long Beach (N),CA
Wal-MartStore,Shelby Twp,MI
SuperCenter,Brooksville (E),FL
Wal-MartStore,Danbury,CT
Wal-MartStore,New Milford,CT
Wal-MartStore,Placerville,CA
Wal-MartStore,Cinnaminson,NJ
Wal-MartStore,South Setauket,NY
Wal-MartStore,Islandia,NY
Wal-MartStore,Los Angeles(Baldwin),CA
SuperCenter,Williamsburg,VA
SuperCenter,Glendale,AZ
SuperCenter,Delavan,WI
Wal-MartStore,Bainbridge,OH
SuperCenter,Broken Arrow(SE),OK
SuperCenter,Newark,OH
SuperCenter,Los Lunas,NM
Wal-MartStore,Cedar Knolls,NJ
SuperCenter,Fort Morgan,CO
DistributionCenter,Gordonsville,VA
DistributionCenter,New Caney,TX
DistributionCenter,Casa Grande,AZ
DistributionCenter,Hopkinsville,KY
DistributionCenter,North Platte,NE
DistributionCenter,Wintersville,OH
SuperCenter,Red Wing,MN
Wal-MartStore,Hamilton,NJ
SuperCenter,Salem,OH
SuperCenter,Watkins Glen,NY
SuperCenter,Greenwood,AR
SuperCenter,Lincoln,NE
SuperCenter,Shakopee,MN
SuperCenter,Lawrence,IN
Wal-MartStore,Middletown,OH
Wal-MartStore,Oregon,OH
SuperCenter,Marana,AZ
SuperCenter,Camden,DE
Wal-MartStore,Kalamazoo,MI
Wal-MartStore,Buena Park,CA
SuperCenter,Pahrump,NV
Wal-MartStore,Massapequa,NY
SuperCenter,Ashland,VA
SuperCenter,Fort Myers,FL
SuperCenter,brewer,ME
SuperCenter,Pass Christian,MS
SuperCenter,Hurst,TX
Wal-MartStore,Philadelphia,PA
SuperCenter,Madison,MS
Wal-MartStore,Lansing (E),MI
SuperCenter,Clayton,NC
SuperCenter,Pell City,AL
Wal-MartStore,Bristol,PA
SuperCenter,Peoria,IL
Wal-MartStore,Roseville,CA
Wal-MartStore,National City,CA
Wal-MartStore,Milford,MI
SuperCenter,De Pere,WI
SuperCenter,Kettering,OH
SuperCenter,Deer Park,TX
SuperCenter,Centre,AL
SuperCenter,Marysville,CA
SuperCenter,Dallas,TX
SuperCenter,Deming,NM
Wal-MartStore,Lancaster,PA
SuperCenter,Delmont,PA
SuperCenter,Overland Park,KS
Wal-MartStore,Carroll Island,MD
Wal-MartStore,Kennett Square,PA
Wal-MartStore,Avon,OH
SuperCenter,Saginaw,MI
DistributionCenter,Brundridge,AL
Wal-MartStore,Temecula,CA
Wal-MartStore,Toledo,OH
SuperCenter,Mulberry,FL
SuperCenter,Yulee,FL
Wal-MartStore,Algonquin,IL
SuperCenter,Raleigh,NC
SuperCenter,La Crosse,WI
SuperCenter,Dixon,CA
Wal-MartStore,Burke,VA
SuperCenter,Rifle,CO
Wal-MartStore,Valley Stream,NY
Wal-MartStore,Pittsburg,PA
SuperCenter,Latrobe,PA
SuperCenter,Avon,IN
SuperCenter,Reno,NV
SuperCenter,Harborcreek,PA
SuperCenter,Pine Bluff,AR
SuperCenter,Burlington,WI
SuperCenter,St. Lucie,FL
SuperCenter,Epping,NH
SuperCenter,Glenmont,NY
SuperCenter,Littleton,CO
SuperCenter,North Myrtle Beach,SC
SuperCenter,Waynesboro,VA
SuperCenter,West Branch,MI
SuperCenter,Alamo,TX
SuperCenter,Payson,UT
SuperCenter,Richfield,UT
SuperCenter,Sidney,NE
SuperCenter,London,OH
SuperCenter,Clinton,UT
SuperCenter,Wharton,TX
SuperCenter,Blairsville,PA
Wal-MartStore,San Marcos,CA
Wal-MartStore,Whitehouse Station,NJ
Wal-MartStore,Parma,OH
Wal-MartStore,Mayfield Heights,OH
Wal-MartStore,Inver Grove Heights,MN
Wal-MartStore,Watchung,NJ
Wal-MartStore,Monmouth,NJ
Wal-MartStore,West Hills,CA
Wal-MartStore,Norwalk,CA
Wal-MartStore,Baltimore/DC,MD
Wal-MartStore,Wyncote,PA
DistributionCenter,Grandview,WA
DistributionCenter,Smyrna,DE
DistributionCenter,Fort Pierce,FL
DistributionCenter,Ochelata,OK
DistributionCenter,Apple Valley,CA
SuperCenter,Neenah,WI
Wal-MartStore,Dumfries,VA
SuperCenter,Perry,FL
SuperCenter,Canal Winchester,OH
SuperCenter,Loganville,GA
SuperCenter,The Woodlands,TX
SuperCenter,Seagoville,TX
SuperCenter,Forth Worth,TX
Wal-MartStore,Chula Vista,CA
Wal-MartStore,Baldwin Park,CA
SuperCenter,Houston (Rosehill),TX
Wal-MartStore,La Mesa,CA
Wal-MartStore,Kearney Mesa,CA
Wal-MartStore,St. Paul (Midway),MN
SuperCenter,Gulf Shores,AL
Wal-MartStore,Boonton,NJ
SuperCenter,Jackson  (W),MI
Wal-MartStore,Sacramento (Camino),CA
SuperCenter,West Valley City (S),UT
SuperCenter,Wake Forest,NC
SuperCenter,Margate,FL
SuperCenter,Midvale (N),UT
SuperCenter,Waco (Woodway),TX
Wal-MartStore,New Berlin,WI
Wal-MartStore,New Haven,CT
SuperCenter,Little Rock (NW),AR
SuperCenter,Poinciana Place,FL
Wal-MartStore,Lansing (N),MI
SuperCenter,Clemson,SC
SuperCenter,Salt Lake City (C),UT
SuperCenter,Belvidere,IL
SuperCenter,New Orleans (HRI),LA
Wal-MartStore,Plainfield,IL
SuperCenter,Wylie,TX
SuperCenter,Lindon,UT
Wal-MartStore,Palatine,IL
SuperCenter,Raleigh (E),NC
SuperCenter,West Palm Beach (AP),FL
SuperCenter,Ft. Worth (121),TX
SuperCenter,Broomfield (FlIrons),CO
SuperCenter,Omaha      (Avaya),NE
Wal-MartStore,Bethel Park,PA
Wal-MartStore,San Jose (Central),CA
Wal-MartStore,Joliet (N),IL
SuperCenter,Fort Wright,KY
SuperCenter,Charlotte (Matthews),NC
SuperCenter,Barboursville,WV
SuperCenter,Erie (C),PA
SuperCenter,Delta,CO
Wal-MartStore,El Cajon (C),CA
SuperCenter,Naples (SE),FL
SuperCenter,Ocala (SW),FL
SuperCenter,Wadsworth,OH
SuperCenter,Morgantown,PA
Wal-MartStore,Secaucus,NJ
Wal-MartStore,Carnegie,PA
Wal-MartStore,Philadelphia (Bu),PA
SuperCenter,Aurora (SE),CO
Wal-MartStore,Maplewood,MO
SuperCenter,Morton,IL
SuperCenter,Antioch,IL
Wal-MartStore,Sequim,WA
Wal-MartStore,Chicopee,MA
Wal-MartStore,Woodbridge,NJ
SuperCenter,Canton(NE),OH
SuperCenter,Orlando (27 & 192),FL
SuperCenter,Saginaw,TX
SuperCenter,Phoenix (Tolleson),AZ
SuperCenter,Shippensburg,PA
SuperCenter,Winona,MN
SuperCenter,Hot Springs Village,AR
SuperCenter,Grove City,OH
SuperCenter,Yuma (W),AZ
Wal-MartStore,Hanover,MA
SuperCenter,Centennial (Lima),CO
Wal-MartStore,West St. Paul,MN
SuperCenter,Sweetwater,TX
SuperCenter,Hereford,TX
Wal-MartStore,Nassau,NY
SuperCenter,Galena,IL
Wal-MartStore,Covington,WA
Wal-MartStore,Hartford,CT
Wal-MartStore,Santa Clarita (W),CA
SuperCenter,Gilbert (E),AZ
SuperCenter,Phoenix (Happy Vall),AZ
SuperCenter,Memphis(Elvis/Holmes,TN
SuperCenter,Hampton Cove,AL
SuperCenter,St. Petersburg,FL
Wal-MartStore,Ithaca,NY
SuperCenter,Jane,MO
SuperCenter,Woodstock (W),GA
Wal-MartStore,Portage,MI
SuperCenter,Prescott (W),AZ
Wal-MartStore,Cherry Hill,NJ
SuperCenter,Lovejoy (Shilandra),GA
SuperCenter,Chippewa Falls,WI
SuperCenter,Baxley,GA
SuperCenter,Louisville(Bashford),KY
SuperCenter,Hernando,MS
SuperCenter,Bainbridge,GA
SuperCenter,Portland,TX
SuperCenter,Charlotte (Brkshire),NC
SuperCenter,Socorro,NM
SuperCenter,Brownsville (NE),TX
SuperCenter,Idaho Falls (W),ID
DistributionCenter,Arcadia,FL
DistributionCenter,Sealy,TX
DistributionCenter,Grantsville,UT
SuperCenter,Schertz,TX
Wal-MartStore,St. Anthony,MN
SuperCenter,Roanoke,TX
SuperCenter,Spotsylvania,VA
SuperCenter,Eaton,OH
SuperCenter,Englewood,OH
SuperCenter,Round Rock (NE),TX
SuperCenter,Wapakoneta,OH
SuperCenter,Harker Heights,TX
SuperCenter,Palmhurst,TX
SuperCenter,Atlantic,IA
SuperCenter,Phoenix (Bethany),AZ
SuperCenter,Rockford (W),IL
SuperCenter,Canton (C),OH
Wal-MartStore,Clackamas,OR
Wal-MartStore,East Windsor,NJ
Wal-MartStore,Towson,MD
Wal-MartStore,Glenolden,PA
SuperCenter,Greenville,MI
SuperCenter,Forney,TX
SuperCenter,Rogers (S),AR
SuperCenter,Kenton,OH
SuperCenter,Salem (C),OR
SuperCenter,Tawas City,MI
SuperCenter,Middlefield,OH
SuperCenter,Dixon,IL
SuperCenter,Kissimmee (W Poinci),FL
SuperCenter,Albuquerque (S),NM
Wal-MartStore,Addison,IL
SuperCenter,Indianapolis(Emrsn),IN
DistributionCenter,Lewiston,ME
Wal-MartStore,Los Angeles (So Bay),CA
Wal-MartStore,Rockaway,NJ
SuperCenter,Anthem,AZ
SuperCenter,Ionia,MI
Wal-MartStore,Pewaukee,WI
SuperCenter,Monticello,MN
SuperCenter,Cicero,NY
SuperCenter,Titusville,PA
SuperCenter,Connellsville,PA
SuperCenter,Louisville (Newcut),KY
SuperCenter,Mesa (Greenfield),AZ
Wal-MartStore,North East,MD
SuperCenter,Chandler (S),AZ
Wal-MartStore,Fremont,CA
SuperCenter,Hudson Oaks,TX
SuperCenter,Sandusky,MI
SuperCenter,Prairieville,LA
SuperCenter,Naples (I-75),FL
Wal-MartStore,Dinuba,CA
SuperCenter,Palm Bay,FL
Wal-MartStore,Oakland (S),CA
SuperCenter,Eatonton,GA
Wal-MartStore,Woodbury,MN
SuperCenter,North Miami Beach,FL
SuperCenter,Artesia,NM
SuperCenter,Omaha (NW),NE
Wal-MartStore,Glenwood,IL
SuperCenter,Reidsville,NC
SuperCenter,Oak Grove,KY
SuperCenter,Charlotte (W),NC
SuperCenter,Amarillo (SC),TX
SuperCenter,Carson City (N),NV
SuperCenter,Midland (S),TX
SuperCenter,Lindale,TX
SuperCenter,Kimball,WV
Wal-MartStore,Audubon,NJ
SuperCenter,Boyertown,PA
SuperCenter,Osprey,FL
Wal-MartStore,Chula Vista (S),CA
SuperCenter,Greensboro (SE),NC
Wal-MartStore,Batavia,IL
SuperCenter,Marietta (Trade Ctr),GA
SuperCenter,Arlington (N),TX
SuperCenter,New Richmond,WI
SuperCenter,Pembroke,NC
Wal-MartStore,Woodhaven,MI
SuperCenter,Winter Haven,FL
SuperCenter,Pasco,WA
SuperCenter,Marion,IA
SuperCenter,Sparks,NV
SuperCenter,Lake Saint Louis,MO
SuperCenter,Mebane,NC
SuperCenter,Travelers Rest,SC
SuperCenter,Lowville,NY
SuperCenter,Springville,AL
Wal-MartStore,Bensalem,PA
SuperCenter,Azle,TX
SuperCenter,Clermont,FL
SuperCenter,Amelia,OH
SuperCenter,Dallas,GA
SuperCenter,Santa Clarita,CA
SuperCenter,Grand Blanc,MI
SuperCenter,Vermillion,SD
SuperCenter,Piqua,OH
SuperCenter,Poulsbo,WA
SuperCenter,Urbana,IL
SuperCenter,Vancouver,WA
Wal-MartStore,Evergreen Park,IL
SuperCenter,Moundsville,WV
SuperCenter,Mayodan,NC
SuperCenter,Madison,OH
SuperCenter,Tarentum,PA
Wal-MartStore,Moreno Valley,CA
SuperCenter,Longmont,CO
Wal-MartStore,Wilmington,DE
SuperCenter,Huntingdon,PA
SuperCenter,Evans Mills,NY
DistributionCenter,Mt. Crawford,VA
DistributionCenter,McCarran,NV
Wegmans,State College,PA
Wegmans,Collegeville,PA
Wegmans,RoyersFord,PA
Wegmans,Philadelphia,PA
Wegmans,Pittsburgh,PA
Wawa,Collegeville,PA
Wawa,RoyersFord,PA
Giant,Pottstown,PA
Target,State College,PA
Trader Joe,State College,PA
